324,M,53,D
325,F,63,C
326,F,48,B
327,F,83,C
328,M,56,D
329,M,74,C
330,M,58,E
331,F,47,E
332,M,43,B
333,M,70,D
334,M,19,E
335,F,25,A
336,F,48,D
337,F,25,D
338,M,52,A
339,F,73,D
340,F,73,A
341,M,49,D
342,F,48,F
343,M,49,A
344,M,28,F
345,F,19,E
346,M,33,F
347,M,11,F
348,F,21,F
349,F,56,F
350,F,51,E
351,F,19,F
352,F,45,C
353,M,18,F
354,F,59,D
355,F,85,A
356,M,23,B
357,M,51,F
358,F,22,E
359,M,33,F
360,M,53,F
361,M,37,C
362,M,24,E
363,M,36,F
364,F,82,E
365,M,54,C
366,F,46,A
367,M,61,F
368,F,74,E
369,F,18,E
370,M,35,E
371,F,22,D
372,M,64,E
373,F,55,C
374,M,59,B
375,F,24,B
376,F,68,E
377,F,40,C
378,F,83,F
379,F,36,E
380,F,40,F
381,M,49,E
382,M,13,E
383,F,15,A
384,M,70,E
385,F,42,F
386,F,52,A
387,M,21,A
388,F,61,F
389,F,38,E
390,M,60,A
391,F,39,E
392,M,29,E
393,F,72,F
394,F,31,D
395,F,21,E
396,M,10,C
397,M,54,D
398,M,48,F
399,M,12,F
400,M,69,E
401,F,68,B
402,F,69,B
403,M,63,C
404,M,37,C
405,M,31,F
406,F,29,C
407,M,77,F
408,F,70,F
409,M,23,D
410,M,63,E
411,M,21,C
412,F,25,B
413,F,30,B
414,M,26,B
415,F,12,C
416,M,44,E
417,M,45,A
418,M,65,F
419,F,77,C
420,F,31,F
421,M,61,B
422,F,69,D
423,F,27,F
424,F,54,E
425,M,80,C
426,M,22,C
427,M,84,D
428,M,13,C
429,F,33,D
430,F,68,E
431,F,67,C
432,F,11,D
433,F,54,D
434,M,85,C
435,F,17,D
436,M,62,C
437,M,31,E
438,M,50,B
439,F,76,B
440,M,84,E
441,F,79,A
442,M,20,C
443,M,13,D
444,M,33,C
445,M,70,B
446,F,26,C
447,M,22,A
448,M,19,B
449,F,66,E
450,M,55,C
451,M,13,C
452,M,55,E
453,M,52,D
454,M,29,C
455,M,14,B
456,F,43,C
457,M,15,D
458,M,76,C
459,F,27,D
460,M,12,A
461,M,39,B
462,F,34,B
463,F,76,D
464,F,67,F
465,M,45,B
466,M,61,E
467,F,56,A
468,M,12,D
469,F,45,C
470,F,49,C
471,M,14,D
472,M,59,D
473,M,53,A
474,F,35,F
475,F,30,A
476,M,31,D
477,M,35,C
478,M,72,F
479,M,76,C
480,F,84,A
481,F,24,F
482,M,66,C
483,F,60,A
484,F,51,F
485,M,53,E
486,M,48,A
487,F,49,E
488,M,81,E
489,F,12,E
490,M,41,F
491,F,36,B
492,M,25,B
493,M,33,F
494,M,21,E
495,M,81,E
496,M,50,D
497,M,13,E
498,M,55,F
499,F,48,F
500,M,30,A
501,M,25,E
502,F,18,D
503,F,28,D
504,F,30,C
505,M,27,E
506,M,59,C
507,M,36,A
508,M,36,C
509,F,13,B
510,M,77,E
511,M,72,E
512,F,84,B
513,F,67,E
514,F,33,C
515,M,25,A
516,M,15,D
517,F,78,F
518,M,63,D
519,M,71,C
520,M,18,E
521,F,49,C
522,M,40,A
523,M,50,A
524,M,80,E
525,F,35,C
526,F,18,C
527,F,40,B
528,M,12,F
529,F,29,D
530,F,59,E
531,F,67,D
532,F,80,E
533,F,12,F
534,F,31,D
535,F,18,F
536,M,25,F
537,M,15,B
538,F,14,D
539,F,78,D
540,M,65,C
541,F,69,C
542,F,42,C
543,F,80,C
544,F,75,D
545,F,62,D
546,M,75,B
547,M,20,A
548,M,54,A
549,F,36,F
550,M,10,C
551,F,83,C
552,F,10,C
553,M,10,A
554,M,50,A
555,M,23,E
556,F,19,D
557,M,32,B
558,F,14,C
559,F,36,D
560,M,73,F
561,M,41,C
562,M,20,C
563,F,69,E
564,F,71,D
565,F,26,D
566,F,73,B
567,M,63,A
568,M,69,F
569,M,16,E
570,M,47,D
571,F,14,D
572,F,50,D
573,M,36,E
574,M,78,B
575,M,18,E
576,M,58,E
577,F,25,E
578,M,64,A
579,F,43,F
580,M,43,E
581,M,65,A
582,F,14,E
583,M,28,D
584,M,34,F
585,F,56,F
586,M,25,A
587,F,64,E
588,M,26,B
589,M,30,B
590,F,63,E
591,M,84,A
592,F,35,E
593,M,25,D
594,F,63,E
595,M,32,E
596,M,28,C
597,F,52,F
598,F,39,D
599,F,66,F
600,F,15,D
601,F,43,D
602,F,79,D
603,M,42,C
604,M,23,A
605,M,35,B
606,F,24,E
607,M,36,A
608,M,70,C
609,M,56,F
610,M,21,B
611,M,41,D
612,M,16,A
613,M,49,B
614,M,76,F
615,F,50,F
616,F,29,B
617,M,36,B
618,F,18,D
619,M,52,D
620,M,43,B
621,M,48,E
622,F,34,E
623,F,70,C
624,F,37,F
625,M,73,F
626,M,76,F
627,M,56,D
628,M,30,C
629,M,59,D
630,F,62,E
631,M,62,D
632,M,60,F
633,M,58,D
634,F,34,B
635,F,37,F
636,M,34,D
637,M,37,A
638,F,70,B
639,M,63,B
640,M,21,C
641,F,13,F
642,F,45,F
643,F,24,F
644,M,65,E
645,F,80,D
646,M,44,D
647,F,17,E
648,M,40,B
649,F,46,F
650,M,63,D
651,M,44,C
652,F,43,A
653,F,19,D
654,M,82,D
655,F,35,A
656,F,62,D
657,F,12,A
658,M,16,E
659,F,68,B
660,F,23,C
661,F,51,C
662,M,55,C
663,M,75,F
664,F,61,C
665,M,11,C
666,F,45,D
667,M,13,F
668,F,26,E
669,M,17,F
670,M,15,B
671,F,21,A
672,F,57,C
673,M,23,B
674,F,70,D
675,F,10,F
676,M,38,A
677,F,72,B
678,F,85,F
679,M,13,E
680,M,84,A
681,M,83,A
682,F,47,A
683,F,43,C
684,F,58,A
685,M,73,D
686,F,35,B
687,F,29,C
688,F,75,E
689,M,19,E
690,M,43,C
691,M,18,A
692,F,40,C
693,F,48,A
694,M,62,B
695,M,16,B
696,M,36,C
697,F,31,F
698,M,67,C
699,M,60,B
700,M,83,F
701,M,76,F
702,M,39,A
703,M,53,E
704,F,73,D
705,M,42,B
706,M,71,B
707,M,10,A
708,F,57,C
709,M,46,D
710,F,71,C
711,M,61,B
712,F,50,B
713,F,52,F
714,M,14,A
715,F,59,D
716,F,64,C
717,M,57,E
718,F,29,D
719,F,77,B
720,F,54,D
721,F,76,F
722,F,80,B
723,F,30,B
724,F,30,E
725,F,32,D
726,M,85,A
727,F,15,A
728,M,70,D
729,M,84,B
730,F,12,B
731,M,34,F
732,F,73,C
733,M,50,F
734,F,11,C
735,M,64,E
736,F,50,D
737,M,55,D
738,M,84,C
739,F,63,E
740,M,78,A
741,M,32,D
742,F,39,B
743,M,34,F
744,F,27,C
745,F,36,D
746,F,10,C
747,F,16,A
748,M,67,A
749,F,30,B
750,F,36,B
751,M,21,B
752,M,46,E
753,F,48,C
754,F,50,E
755,F,74,A
756,F,67,F
757,F,43,C
758,F,60,E
759,F,35,E
760,M,58,B
761,M,41,E
762,M,27,D
763,F,12,E
764,F,43,F
765,M,21,C
766,M,31,D
767,M,24,D
768,M,14,D
769,F,31,A
770,F,17,D
771,M,13,C
772,M,77,D
773,F,52,E
774,M,35,F
775,F,45,F
776,F,36,F
777,M,64,A
778,F,47,D
779,M,74,A
780,M,15,B
781,F,14,F
782,M,53,B
783,M,19,D
784,F,47,F
785,M,25,C
786,M,36,F
787,F,70,E
788,F,46,B
789,F,59,F
790,M,34,B
791,M,12,B
792,M,34,D
793,M,61,C
794,F,11,F
795,M,40,D
796,M,47,D
797,M,30,C
798,F,65,A
799,F,17,D
800,F,70,A
801,M,46,A
802,F,12,E
803,M,58,A
804,F,43,B
805,M,49,D
806,F,53,F
807,F,44,A
808,M,66,E
809,F,20,D
810,F,10,D
811,F,80,F
812,F,30,F
813,M,49,E
814,M,66,B
815,F,83,A
816,M,83,B
817,M,18,B
818,F,13,C
819,F,79,C
820,F,37,E
821,F,67,C
822,M,81,F
823,M,50,D
824,F,84,E
825,M,66,F
826,M,63,A
827,M,54,B
828,M,64,F
829,F,78,D
830,F,16,D
831,M,50,F
832,F,53,F
833,F,79,E
834,F,29,D
835,F,71,D
836,F,50,A
837,M,22,B
838,M,41,B
839,F,14,E
840,F,41,C
841,M,57,F
842,M,58,C
843,M,22,D
844,M,85,A
845,F,31,B
846,M,58,B
847,M,66,C
848,M,22,C
849,F,53,A
850,M,72,E
851,M,17,E
852,M,10,D
853,F,82,B
854,M,48,F
855,F,26,B
856,F,26,D
857,F,12,E
858,F,50,D
859,M,49,B
860,F,18,D
861,F,70,D
862,F,77,E
863,M,40,F
864,M,85,C
865,M,84,D
866,F,38,E
867,F,57,D
868,F,67,A
869,M,10,D
870,M,44,C
871,F,18,C
872,F,19,F
873,F,46,F
874,M,32,F
875,F,15,F
876,F,30,C
877,M,21,B
878,F,51,D
879,M,55,E
880,M,19,E
881,M,42,F
882,M,30,D
883,M,76,A
884,F,42,B
885,F,71,C
886,F,59,D
887,F,71,B
888,F,84,A
889,F,81,D
890,F,49,A
891,F,79,C
892,M,13,E
893,M,51,F
894,M,50,D
895,F,29,D
896,F,16,C
897,F,64,C
898,M,10,D
899,M,27,D
900,F,49,A
901,F,64,A
902,F,10,D
903,F,28,C
904,F,31,B
905,M,64,F
906,M,69,C
907,F,31,F
908,M,76,A
909,F,84,A
910,M,65,D
911,M,81,C
912,M,46,A
913,M,52,D
914,F,72,D
915,M,63,C
916,M,67,E
917,F,25,D
918,F,53,F
919,F,18,D
920,M,71,C
921,F,64,A
922,F,67,D
923,M,37,E
924,F,46,F
925,M,14,F
926,M,52,C
927,F,82,C
928,M,69,E
929,M,32,A
930,M,72,C
931,F,81,B
932,M,84,B
933,F,20,F
934,M,85,C
935,M,41,D
936,M,49,E
937,F,19,C
938,F,36,A
939,F,21,C
940,M,59,D
941,M,19,C
942,M,51,B
943,M,73,E
944,M,66,B
945,F,79,D
946,M,20,B
947,F,34,B
948,M,36,C
949,M,62,F
950,F,41,D
951,F,57,F
952,M,35,A
953,F,11,F
954,M,44,B
955,F,14,B
956,M,26,D
957,F,42,E
958,F,54,A
959,M,31,E
960,F,34,A
961,F,16,B
962,F,33,D
963,F,38,B
964,F,29,F
965,F,73,C
966,F,12,F
967,M,23,E
968,F,28,E
969,M,49,B
970,M,57,C
971,F,74,B
972,F,49,A
973,M,52,D
974,M,81,A
975,F,40,D
976,M,45,F
977,M,85,B
978,F,33,A
979,F,85,C
980,F,25,C
981,F,19,D
982,M,64,D
983,M,43,F
984,F,57,B
985,F,52,B
986,M,10,F
987,M,36,C
988,M,13,A
989,F,41,C
990,F,77,D
991,M,58,C
992,M,81,E
993,F,21,A
994,F,62,B
995,M,81,F
996,F,36,D
997,F,19,C
998,M,67,C
999,M,67,C
